Type,Family,Cost,Cut Length,Structural Material,Count
IPE 300,IPE - Secciones en I con alas paralelas,250,757,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2904,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,404,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2904,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,840,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,840,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1530,Metal - Acero - 345 MPa,1
IPE 160,IPE - Secciones en I con alas paralelas,187,1530,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1540,Metal - Acero - 345 MPa,1
IPE 160,IPE - Secciones en I con alas paralelas,187,1540,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1530,Metal - Acero - 345 MPa,1
IPE 160,IPE - Secciones en I con alas paralelas,187,1530,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1464,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1587,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,3985,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1587,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,4177,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1587,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,5227,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1464,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1464,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,872,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,842,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,872,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,842,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,842,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,842,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,852,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,8144,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,8144,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,8144,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,8144,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,789,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,789,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,789,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,789,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,789,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,789,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,789,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,789,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,9298,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,9379,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,9353,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,9298,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,819,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,819,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,819,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,819,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,994,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,6392,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,864,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,6288,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,6288,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,6288,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,6178,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,863,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,863,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,863,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,863,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,863,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,863,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,863,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,863,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,863,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,863,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,722,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,863,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,722,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,863,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,863,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,863,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,863,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,3478,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,3478,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,3478,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,3483,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,6369,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,6369,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,6369,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,6369,Metal - Acero - 345 MPa,1
UKA90x90x8,UKA-UK Angles,95,294,Metal - Steel 50-355,1
UKA90x90x8,UKA-UK Angles,95,300,Metal - Steel 50-355,1
UPE 120,UPE - Canales de ala paralela,125,363,Metal - Acero - 345 MPa,1
UPE 120,UPE - Canales de ala paralela,125,243,Metal - Acero - 345 MPa,1
UPE 120,UPE - Canales de ala paralela,125,157,Metal - Acero - 345 MPa,1
UPE 120,UPE - Canales de ala paralela,125,157,Metal - Acero - 345 MPa,1
UPE 120,UPE - Canales de ala paralela,125,204,Metal - Acero - 345 MPa,1
UPE 120,UPE - Canales de ala paralela,125,152,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1151,Metal - Acero - 345 MPa,1
IPE 100,IPE - Secciones en I con alas paralelas,220,284,Metal - Acero - 345 MPa,1
L 50x50x7,L - Perfiles angulares de lados iguales,50,190,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1932,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1151,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1164,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1164,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,2924,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1932,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1958,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1151,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1151,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1932,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1151,Metal - Acero - 345 MPa,1
UPE 120,UPE - Canales de ala paralela,125,363,Metal - Acero - 345 MPa,1
UPE 120,UPE - Canales de ala paralela,125,243,Metal - Acero - 345 MPa,1
UPE 120,UPE - Canales de ala paralela,125,157,Metal - Acero - 345 MPa,1
UPE 120,UPE - Canales de ala paralela,125,157,Metal - Acero - 345 MPa,1
UPE 120,UPE - Canales de ala paralela,125,363,Metal - Acero - 345 MPa,1
UPE 120,UPE - Canales de ala paralela,125,243,Metal - Acero - 345 MPa,1
UPE 120,UPE - Canales de ala paralela,125,157,Metal - Acero - 345 MPa,1
UPE 120,UPE - Canales de ala paralela,125,157,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1945,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,2924,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1945,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1945,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1971,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1164,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1932,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,2924,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1932,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1932,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1958,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1151,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1151,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1932,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1151,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1164,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1164,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,2924,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1932,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1958,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1151,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1151,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1932,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1151,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1945,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,2924,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1945,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1945,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1971,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1164,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1932,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,2924,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1932,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1932,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1958,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1151,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1151,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1932,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1151,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1164,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1164,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,2924,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1932,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1958,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1151,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1151,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1932,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1151,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1945,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,2924,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1945,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1945,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1971,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1164,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1932,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,2924,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1932,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1932,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1958,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1151,Metal - Acero - 345 MPa,1
UPE 120,UPE - Canales de ala paralela,125,363,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1151,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1932,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1151,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1164,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1164,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,2924,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1932,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1958,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1151,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1151,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1932,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1151,Metal - Acero - 345 MPa,1
UPE 120,UPE - Canales de ala paralela,125,363,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1945,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,2924,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1945,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1945,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1971,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1164,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1932,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,2924,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1932,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1932,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1958,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1151,Metal - Acero - 345 MPa,1
UPE 120,UPE - Canales de ala paralela,125,363,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1151,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1932,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1151,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1164,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1164,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,2924,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1932,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1958,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1151,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1151,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1932,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1151,Metal - Acero - 345 MPa,1
UPE 120,UPE - Canales de ala paralela,125,363,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1945,Metal - Acero - 345 MPa,1
L 80x80x8,L - Perfiles angulares de lados iguales,,201,Metal - Acero - 345 MPa,1
L 50x50x7,L - Perfiles angulares de lados iguales,50,120,Metal - Acero - 345 MPa,1
L 50x50x7,L - Perfiles angulares de lados iguales,50,120,Metal - Acero - 345 MPa,1
UKA90x90x8,UKA-UK Angles,95,180,Metal - Acero - 345 MPa,1
UKA90x90x8,UKA-UK Angles,95,345,Metal - Acero - 345 MPa,1
UKA90x90x8,UKA-UK Angles,95,195,Metal - Acero - 345 MPa,1
UKA90x90x8,UKA-UK Angles,95,267,Metal - Acero - 345 MPa,1
UKA90x90x8,UKA-UK Angles,95,230,Metal - Acero - 345 MPa,1
UPE 140,UPE - Canales de ala paralela,140,220,Metal - Acero - 345 MPa,1
UPE 140,UPE - Canales de ala paralela,140,355,Metal - Acero - 345 MPa,1
UPE 120,UPE - Canales de ala paralela,125,360,Metal - Acero - 345 MPa,1
L 50x50x7,L - Perfiles angulares de lados iguales,50,120,Metal - Acero - 345 MPa,1
L 50x50x7,L - Perfiles angulares de lados iguales,50,120,Metal - Acero - 345 MPa,1
UKA90x90x8,UKA-UK Angles,95,180,Metal - Acero - 345 MPa,1
UKA90x90x8,UKA-UK Angles,95,345,Metal - Acero - 345 MPa,1
UKA90x90x8,UKA-UK Angles,95,195,Metal - Acero - 345 MPa,1
UKA90x90x8,UKA-UK Angles,95,267,Metal - Acero - 345 MPa,1
UKA90x90x8,UKA-UK Angles,95,230,Metal - Acero - 345 MPa,1
UPE 140,UPE - Canales de ala paralela,140,220,Metal - Acero - 345 MPa,1
UPE 140,UPE - Canales de ala paralela,140,355,Metal - Acero - 345 MPa,1
UPE 120,UPE - Canales de ala paralela,125,360,Metal - Acero - 345 MPa,1
L 50x50x7,L - Perfiles angulares de lados iguales,50,120,Metal - Acero - 345 MPa,1
L 50x50x7,L - Perfiles angulares de lados iguales,50,120,Metal - Acero - 345 MPa,1
UKA90x90x8,UKA-UK Angles,95,180,Metal - Acero - 345 MPa,1
UKA90x90x8,UKA-UK Angles,95,345,Metal - Acero - 345 MPa,1
UKA90x90x8,UKA-UK Angles,95,195,Metal - Acero - 345 MPa,1
UKA90x90x8,UKA-UK Angles,95,267,Metal - Acero - 345 MPa,1
UKA90x90x8,UKA-UK Angles,95,230,Metal - Acero - 345 MPa,1
UPE 140,UPE - Canales de ala paralela,140,220,Metal - Acero - 345 MPa,1
UPE 140,UPE - Canales de ala paralela,140,355,Metal - Acero - 345 MPa,1
UPE 120,UPE - Canales de ala paralela,125,360,Metal - Acero - 345 MPa,1
L 50x50x7,L - Perfiles angulares de lados iguales,50,120,Metal - Acero - 345 MPa,1
L 50x50x7,L - Perfiles angulares de lados iguales,50,120,Metal - Acero - 345 MPa,1
UKA90x90x8,UKA-UK Angles,95,180,Metal - Acero - 345 MPa,1
UKA90x90x8,UKA-UK Angles,95,345,Metal - Acero - 345 MPa,1
UKA90x90x8,UKA-UK Angles,95,195,Metal - Acero - 345 MPa,1
UKA90x90x8,UKA-UK Angles,95,267,Metal - Acero - 345 MPa,1
UKA90x90x8,UKA-UK Angles,95,230,Metal - Acero - 345 MPa,1
UPE 140,UPE - Canales de ala paralela,140,220,Metal - Acero - 345 MPa,1
UPE 140,UPE - Canales de ala paralela,140,355,Metal - Acero - 345 MPa,1
UPE 120,UPE - Canales de ala paralela,125,360,Metal - Acero - 345 MPa,1
L 50x50x7,L - Perfiles angulares de lados iguales,50,120,Metal - Acero - 345 MPa,1
L 50x50x7,L - Perfiles angulares de lados iguales,50,120,Metal - Acero - 345 MPa,1
UKA90x90x8,UKA-UK Angles,95,180,Metal - Acero - 345 MPa,1
UKA90x90x8,UKA-UK Angles,95,345,Metal - Acero - 345 MPa,1
UKA90x90x8,UKA-UK Angles,95,195,Metal - Acero - 345 MPa,1
UKA90x90x8,UKA-UK Angles,95,267,Metal - Acero - 345 MPa,1
UKA90x90x8,UKA-UK Angles,95,230,Metal - Acero - 345 MPa,1
UPE 140,UPE - Canales de ala paralela,140,220,Metal - Acero - 345 MPa,1
UPE 140,UPE - Canales de ala paralela,140,355,Metal - Acero - 345 MPa,1
UPE 120,UPE - Canales de ala paralela,125,360,Metal - Acero - 345 MPa,1
L 50x50x7,L - Perfiles angulares de lados iguales,50,120,Metal - Acero - 345 MPa,1
L 50x50x7,L - Perfiles angulares de lados iguales,50,120,Metal - Acero - 345 MPa,1
